Race,Candidate,Vote Type,Locality,Votes
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Livingston 14,1118
For Governor / Lt. Governor (Vote For 1),,Total,Livingston 14,311
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Livingston 15,790
For Governor / Lt. Governor (Vote For 1),,Total,Livingston 15,255
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Livingston 16,641
For Governor / Lt. Governor (Vote For 1),,Total,Livingston 16,192
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Livingston 17,888
For Governor / Lt. Governor (Vote For 1),,Total,Livingston 17,222
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Livingston 18,707
For Governor / Lt. Governor (Vote For 1),,Total,Livingston 18,233
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Livingston 19,1097
For Governor / Lt. Governor (Vote For 1),,Total,Livingston 19,356
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Livingston 20,810
For Governor / Lt. Governor (Vote For 1),,Total,Livingston 20,240
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Livingston 21,789
For Governor / Lt. Governor (Vote For 1),,Total,Livingston 21,247
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Livingston 22,751
For Governor / Lt. Governor (Vote For 1),,Total,Livingston 22,281
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Livingston 23,611
For Governor / Lt. Governor (Vote For 1),,Total,Livingston 23,163
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Livingston 24,646
For Governor / Lt. Governor (Vote For 1),,Total,Livingston 24,159
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Livingston 25,852
For Governor / Lt. Governor (Vote For 1),,Total,Livingston 25,277
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Livingston 26,863
For Governor / Lt. Governor (Vote For 1),,Total,Livingston 26,294
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Maplewood 1,769
For Governor / Lt. Governor (Vote For 1),,Total,Maplewood 1,356
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Maplewood 2,1139
For Governor / Lt. Governor (Vote For 1),,Total,Maplewood 2,499
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Maplewood 3,993
For Governor / Lt. Governor (Vote For 1),,Total,Maplewood 3,489
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Maplewood 4,819
For Governor / Lt. Governor (Vote For 1),,Total,Maplewood 4,370
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Maplewood 5,764
For Governor / Lt. Governor (Vote For 1),,Total,Maplewood 5,354
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Maplewood 6,817
For Governor / Lt. Governor (Vote For 1),,Total,Maplewood 6,383
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Maplewood 7,895
For Governor / Lt. Governor (Vote For 1),,Total,Maplewood 7,415
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Maplewood 8,836
For Governor / Lt. Governor (Vote For 1),,Total,Maplewood 8,369
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Maplewood 9,697
For Governor / Lt. Governor (Vote For 1),,Total,Maplewood 9,274
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Maplewood 10,938
For Governor / Lt. Governor (Vote For 1),,Total,Maplewood 10,305
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Maplewood 11,1546
For Governor / Lt. Governor (Vote For 1),,Total,Maplewood 11,558
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Maplewood 12,794
For Governor / Lt. Governor (Vote For 1),,Total,Maplewood 12,343
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Maplewood 13,1115
For Governor / Lt. Governor (Vote For 1),,Total,Maplewood 13,329
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Maplewood 14,688
For Governor / Lt. Governor (Vote For 1),,Total,Maplewood 14,223
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Maplewood 15,686
For Governor / Lt. Governor (Vote For 1),,Total,Maplewood 15,377
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Maplewood 16,761
For Governor / Lt. Governor (Vote For 1),,Total,Maplewood 16,375
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Maplewood 17,905
For Governor / Lt. Governor (Vote For 1),,Total,Maplewood 17,413
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Maplewood 19,675
For Governor / Lt. Governor (Vote For 1),,Total,Maplewood 19,343
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Maplewood 20,673
For Governor / Lt. Governor (Vote For 1),,Total,Maplewood 20,330
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Maplewood 21,1104
For Governor / Lt. Governor (Vote For 1),,Total,Maplewood 21,384
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Maplewood 22,909
For Governor / Lt. Governor (Vote For 1),,Total,Maplewood 22,381
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Millburn 1,1040
For Governor / Lt. Governor (Vote For 1),,Total,Millburn 1,313
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Millburn 2,978
For Governor / Lt. Governor (Vote For 1),,Total,Millburn 2,415
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Millburn 3,1011
For Governor / Lt. Governor (Vote For 1),,Total,Millburn 3,347
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Millburn 4,984
For Governor / Lt. Governor (Vote For 1),,Total,Millburn 4,345
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Millburn 5,678
For Governor / Lt. Governor (Vote For 1),,Total,Millburn 5,193
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Millburn 6,903
For Governor / Lt. Governor (Vote For 1),,Total,Millburn 6,368
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Millburn 7,1069
For Governor / Lt. Governor (Vote For 1),,Total,Millburn 7,428
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Millburn 8,851
For Governor / Lt. Governor (Vote For 1),,Total,Millburn 8,277
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Millburn 9,878
For Governor / Lt. Governor (Vote For 1),,Total,Millburn 9,318
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Millburn 10,737
For Governor / Lt. Governor (Vote For 1),,Total,Millburn 10,272
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Millburn 11,958
For Governor / Lt. Governor (Vote For 1),,Total,Millburn 11,295
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Millburn 12,1126
For Governor / Lt. Governor (Vote For 1),,Total,Millburn 12,349
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Millburn 13,1187
For Governor / Lt. Governor (Vote For 1),,Total,Millburn 13,329
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Millburn 14,807
For Governor / Lt. Governor (Vote For 1),,Total,Millburn 14,248
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Millburn 15,822
For Governor / Lt. Governor (Vote For 1),,Total,Millburn 15,252
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Millburn 16,1079
For Governor / Lt. Governor (Vote For 1),,Total,Millburn 16,340
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 1-1,799
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 1-1,338
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 1-2,737
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 1-2,349
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 1-3,921
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 1-3,401
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 1-4,1070
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 1-4,506
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 1-5,906
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 1-5,371
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 1-6,648
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 1-6,284
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 1-7,747
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 1-7,303
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 1-8,785
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 1-8,322
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 1-9,937
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 1-9,372
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 2-1,827
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 2-1,327
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 2-2,734
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 2-2,309
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 2-3,774
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 2-3,348
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 2-4,644
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 2-4,301
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 2-5,562
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 2-5,258
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 2-6,857
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 2-6,408
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 2-7,641
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 2-7,228
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 2-8,897
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 2-8,445
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 2-9,966
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 2-9,454
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 2-10,998
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 2-10,373
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 3-1,957
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 3-1,384
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 3-2,930
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 3-2,321
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 3-3,793
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 3-3,305
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 3-4,615
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 3-4,262
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 3-5,875
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 3-5,360
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 3-6,1192
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 3-6,466
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 3-7,855
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 3-7,285
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 3-8,976
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 3-8,358
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 4-1,963
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 4-1,420
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 4-2,920
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 4-2,343
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 4-3,755
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 4-3,340
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 4-4,1012
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 4-4,307
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 4-5,1040
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 4-5,388
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 4-6,1018
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 4-6,450
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 4-7,1066
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 4-7,468
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair 4-8,719
For Governor / Lt. Governor (Vote For 1),,Total,Montclair 4-8,251
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-1,1132
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-1,269
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-2,652
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-2,128
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-3,953
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-3,179
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-4,566
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-4,151
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-5,1136
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-5,379
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-6,899
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-6,274
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-7,1936
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-7,419
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-8,1209
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-8,316
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-9,1068
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-9,170
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-10,1063
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-10,181
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-11,1063
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-11,181
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-12,1156
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-12,209
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-13,837
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-13,111
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-14,1383
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-14,288
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-15,1065
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-15,255
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-16,1234
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-16,266
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-17,1136
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-17,369
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-18,1126
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-18,313
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-19,934
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-19,201
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-20,710
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-20,152
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-21,778
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-21,179
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-22,822
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-22,172
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-23,889
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-23,160
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-25,775
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-25,168
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-26,827
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-26,163
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-27,891
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-27,203
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-28,956
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-28,189
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-29,1056
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-29,193
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-37,810
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-37,121
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-38,686
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-38,155
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-48,715
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-48,228
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark N-49,649
For Governor / Lt. Governor (Vote For 1),,Total,Newark N-49,219
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark S-1,672
For Governor / Lt. Governor (Vote For 1),,Total,Newark S-1,127
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark S-2,664
For Governor / Lt. Governor (Vote For 1),,Total,Newark S-2,148
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark S-3,1565
For Governor / Lt. Governor (Vote For 1),,Total,Newark S-3,347
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark S-4,1340
For Governor / Lt. Governor (Vote For 1),,Total,Newark S-4,360
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark S-8,741
For Governor / Lt. Governor (Vote For 1),,Total,Newark S-8,161
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark S-10,1207
For Governor / Lt. Governor (Vote For 1),,Total,Newark S-10,218
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark S-11,646
For Governor / Lt. Governor (Vote For 1),,Total,Newark S-11,128
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark S-12,630
For Governor / Lt. Governor (Vote For 1),,Total,Newark S-12,153
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark S-13,600
